,latitude,longitude,blk_no,road_name,postal_code,address
0,1.36784101119028,103.856041852124,449,ANG MO KIO AVENUE 10,560449,ANG MO KIO AVE 10
1,1.37999943101881,103.841407224475,632,ANG MO KIO AVENUE 4,560632,ANG MO KIO AVE 4
2,1.37731149652799,103.860485872465,,NIL,NIL,ANG MO KIO AVE 5
3,1.36784101119028,103.856041852124,449,ANG MO KIO AVENUE 10,560449,ANG MO KIO AVE 10
4,1.37731149652799,103.860485872465,,NIL,NIL,ANG MO KIO AVE 5
5,1.37731149652799,103.860485872465,,NIL,NIL,ANG MO KIO AVE 5
6,1.36784101119028,103.856041852124,449,ANG MO KIO AVENUE 10,560449,ANG MO KIO AVE 10
7,1.36714737685637,103.839256279218,226C,ANG MO KIO AVENUE 1,563226,ANG MO KIO AVE 1
8,1.36784101119028,103.856041852124,449,ANG MO KIO AVENUE 10,560449,ANG MO KIO AVE 10
9,1.36931517954752,103.847153924066,51,ANG MO KIO AVENUE 3,569922,ANG MO KIO AVE 3
10,1.36784101119028,103.856041852124,449,ANG MO KIO AVENUE 10,560449,ANG MO KIO AVE 10
11,1.36931517954752,103.847153924066,51,ANG MO KIO AVENUE 3,569922,ANG MO KIO AVE 3
12,1.36931517954752,103.847153924066,51,ANG MO KIO AVENUE 3,569922,ANG MO KIO AVE 3
13,1.36714737685637,103.839256279218,226C,ANG MO KIO AVENUE 1,563226,ANG MO KIO AVE 1
14,1.36784101119028,103.856041852124,449,ANG MO KIO AVENUE 10,560449,ANG MO KIO AVE 10
15,1.36931517954752,103.847153924066,51,ANG MO KIO AVENUE 3,569922,ANG MO KIO AVE 3
16,1.36931517954752,103.847153924066,51,ANG MO KIO AVENUE 3,569922,ANG MO KIO AVE 3
17,1.37999943101881,103.841407224475,632,ANG MO KIO AVENUE 4,560632,ANG MO KIO AVE 4
18,1.36784101119028,103.856041852124,449,ANG MO KIO AVENUE 10,560449,ANG MO KIO AVE 10
19,1.38339440091972,103.840331247786,,ANG MO KIO AVE 9,NIL,ANG MO KIO AVE 9
20,1.36931517954752,103.847153924066,51,ANG MO KIO AVENUE 3,569922,ANG MO KIO AVE 3
21,1.37999943101881,103.841407224475,632,ANG MO KIO AVENUE 4,560632,ANG MO KIO AVE 4
22,1.36784101119028,103.856041852124,449,ANG MO KIO AVENUE 10,560449,ANG MO KIO AVE 10
23,1.36931517954752,103.847153924066,51,ANG MO KIO AVENUE 3,569922,ANG MO KIO AVE 3
24,1.36931517954752,103.847153924066,51,ANG MO KIO AVENUE 3,569922,ANG MO KIO AVE 3
25,1.37999943101881,103.841407224475,632,ANG MO KIO AVENUE 4,560632,ANG MO KIO AVE 4
26,1.36714737685637,103.839256279218,226C,ANG MO KIO AVENUE 1,563226,ANG MO KIO AVE 1
27,1.37999943101881,103.841407224475,632,ANG MO KIO AVENUE 4,560632,ANG MO KIO AVE 4
28,1.36714737685637,103.839256279218,226C,ANG MO KIO AVENUE 1,563226,ANG MO KIO AVE 1
29,1.36784101119028,103.856041852124,449,ANG MO KIO AVENUE 10,560449,ANG MO KIO AVE 10
30,1.36931517954752,103.847153924066,51,ANG MO KIO AVENUE 3,569922,ANG MO KIO AVE 3
31,1.36784101119028,103.856041852124,449,ANG MO KIO AVENUE 10,560449,ANG MO KIO AVE 10
32,1.36504462755741,103.852136980515,,NIL,NIL,ANG MO KIO AVE 8
33,1.36784101119028,103.856041852124,449,ANG MO KIO AVENUE 10,560449,ANG MO KIO AVE 10
34,1.36784101119028,103.856041852124,449,ANG MO KIO AVENUE 10,560449,ANG MO KIO AVE 10
35,1.37999943101881,103.841407224475,632,ANG MO KIO AVENUE 4,560632,ANG MO KIO AVE 4
36,1.36784101119028,103.856041852124,449,ANG MO KIO AVENUE 10,560449,ANG MO KIO AVE 10
37,1.36931517954752,103.847153924066,51,ANG MO KIO AVENUE 3,569922,ANG MO KIO AVE 3
38,1.37999943101881,103.841407224475,632,ANG MO KIO AVENUE 4,560632,ANG MO KIO AVE 4
39,1.36784101119028,103.856041852124,449,ANG MO KIO AVENUE 10,560449,ANG MO KIO AVE 10
40,1.37731149652799,103.860485872465,,NIL,NIL,ANG MO KIO AVE 5
41,1.36784101119028,103.856041852124,449,ANG MO KIO AVENUE 10,560449,ANG MO KIO AVE 10
42,1.36714737685637,103.839256279218,226C,ANG MO KIO AVENUE 1,563226,ANG MO KIO AVE 1
43,1.36714737685637,103.839256279218,226C,ANG MO KIO AVENUE 1,563226,ANG MO KIO AVE 1
44,1.36776871298295,103.844735089975,3535,ANG MO KIO AVENUE 6,569839,ANG MO KIO AVE 6
45,1.36931517954752,103.847153924066,51,ANG MO KIO AVENUE 3,569922,ANG MO KIO AVE 3
